,dude_id,ef0.1,ef1,ef10,ef1_perc,ef2,ef5,engine,mse,rk,rk_active,rk_inactive,roc_auc,roc_log_auc,rp,rp_active,rp_inactive,rs,rs_active,rs_inactive,score
20,adrb1,40.8566433566,10.4760623991,4.05594405594,0.0961538461538,5.93643535951,5.59440559441,dock,5734.72898966,-0.0638841751967,0.108583259771,,0.737629281388,0.318191571999,-0.0616925533537,0.167623015502,-3.06308568628e-16,-0.0784521760288,0.157240287107,,native
21,adrb2,0.0,4.78890506227,2.7072224349,0.0814814814815,5.0065825651,3.92983901841,dude,773649.336318,-0.0599001193566,-0.0851834489377,,0.664069024019,0.249376498096,-0.00689797678543,0.0477555889268,-9.92549788258e-18,-0.0736281563562,-0.119868120851,,native
22,adrb2,12.2283224401,5.20354146387,3.91933411541,0.0567375886525,4.89568069221,5.35642329106,vina,223.262876891,-0.0747689701126,0.209014284452,,0.755798834653,0.307472088123,-0.0660481900611,0.245281227051,-4.19206562072e-16,-0.0918634294262,0.319159936413,,native
23,adrb2,15.6752688172,6.44189129474,5.40248462321,0.0547945205479,7.64974591251,8.38594628081,dock,5712.04298129,-0.0785369167653,0.0866483101674,,0.803166441257,0.360750890778,-0.0819465800672,0.0750122919365,0.0,-0.0964224844758,0.126462963155,,native
24,akt1,39.9104416853,24.1328382142,5.25951557093,0.426829268293,16.4259335682,8.78892733564,dude,90669.2081048,-0.082346066076,-0.0909881143686,,0.721415992579,0.42255988894,-0.00713613860363,-0.0822139394977,1.20122078446e-17,-0.101243569837,-0.139791186419,,native
25,akt1,0.0,3.32059447983,2.57142857143,0.0445859872611,2.85531720675,2.66666666667,vina,212.228359357,-0.0500460143125,-0.0849297431424,,0.653959201309,0.235743820008,0.00179888356378,0.00567744293332,-1.84250873884e-16,-0.0614585450674,-0.140304431697,,native
26,akt1,0.0,2.51192910702,0.908754623921,0.0306748466258,2.01572649573,1.21167283189,dock,7241.42928082,-0.010521388055,0.0222958981462,,0.534040454495,0.163961765509,0.0129416143201,-0.0756465459333,3.23405226079e-16,-0.0129716095545,0.0370386832873,,native
27,akt2,0.0,7.7440029985,3.36060507482,0.130434782609,6.02311344328,4.47431284358,dude,8767.7919248,-0.0978132496568,-0.126840125292,,0.769281647391,0.303969698915,-0.0289523146848,-0.223025355349,9.16335722179e-17,-0.120221590269,-0.190857343639,,native
28,akt2,49.7948717949,20.5037707391,4.61334841629,0.352941176471,12.8148567119,7.17631975867,vina,210.050682423,-0.10377698674,0.161692146709,,0.783978197451,0.401201834572,-0.12493896885,0.177604435661,-5.06417127133e-16,-0.127892476572,0.211334409396,,native
29,akt2,0.0,1.33019607843,1.4653706431,0.0147058823529,1.33019607843,1.06415686275,dock,5675.85613769,-0.0336395572576,-0.152873786762,,0.613627465593,0.186273042855,-0.0419787207655,-0.212892070518,-3.62516432957e-16,-0.0412779043638,-0.21633080059,,native
30,aldr,57.1383647799,26.9994470938,5.21725442985,0.472527472527,18.2089294353,9.04167530583,dude,2593.5697306,-0.0959195256909,-0.171967301256,,0.758925589438,0.457534000495,-0.0400277810152,-0.226365125725,-7.73321846179e-17,-0.117845564521,-0.250305506766,,native
31,aldr,6.59889676911,10.6053698075,3.96878755565,0.178571428571,7.07024653833,5.38621168266,vina,208.176814243,-0.0894732023218,-0.0933295409857,,0.7464864199,0.320380459599,-0.116345870827,-0.15520145137,-1.25933832886e-15,-0.110015745997,-0.141232792408,,native
32,aldr,0.0,2.66563001605,1.07106578523,0.0337078651685,1.33281500803,1.07106578523,dock,1339.10381299,-0.0079210219853,-0.0967619872321,,0.524834599363,0.156078008264,-0.0126301299959,-0.0668054617589,-1.30978764992e-16,-0.00973137294981,-0.152280710201,,native
33,,,,,,,,,,,,,,,,,,,,,native
34,,,,,,,,,,,,,,,,,,,,,native
35,,,,,,,,,,,,,,,,,,,,,native
36,andr,17.0990990991,6.29966808914,2.52176329829,0.105263157895,4.27477477477,2.60986249407,dude,479894.928973,-0.0255970028267,-0.231662573822,,0.569913950999,0.216998770217,-0.00338736545286,-0.116586203,0.0,-0.0315298198497,-0.344886211929,,native
37,andr,58.7426679281,15.229580574,3.31077838564,0.166666666667,10.2634129955,5.29724541703,vina,141.301553665,-0.0356519695282,-0.248473809146,,0.620802087837,0.298243262535,-0.0392706942351,-0.277125176316,0.0,-0.043825451072,-0.366713347748,,native
38,andr,0.0,0.0,1.22797430735,0.0,0.874394156598,0.876440320771,dock,1689.26036586,0.00686474039366,-0.292186577271,,0.473453424818,0.136244915562,-0.0121848074644,-0.393588895095,-6.59950083245e-17,0.00842533570494,-0.427370750562,,native
39,aofb,8.22448979592,9.17805383023,3.52478134111,0.159420289855,8.76086956522,5.03540191587,dude,24269.904788,-0.0977675438098,-0.024590888668,,0.765584041103,0.326007389087,-0.0286985357137,-0.127160572451,0.0,-0.120238937099,-0.0314388026999,,native
40,aofb,7.63348946136,7.28651266766,4.67141456301,0.136363636364,6.11844575147,5.40900633612,vina,173.033924759,-0.109502283414,0.0731629512657,,0.78734780904,0.340560334304,-0.0958932790165,0.107804183605,-5.37735082909e-17,-0.134659424783,0.109231881384,,native
41,aofb,10.2933130699,6.35763454318,1.80664344442,0.0882352941176,4.76822590738,2.33800916337,dock,2182.74373379,-0.0548808997774,-0.0243315935126,,0.666334302816,0.231103396055,-0.0473470238825,0.0357243152434,-1.6412350376e-16,-0.0674382741691,-0.0451888411808,,native
42,bace1,31.0814940577,7.48883824217,2.22185812246,0.114130434783,5.72132860645,3.00861623703,dude,2666.19960902,-0.0582452233261,0.0256487168441,,0.668802432377,0.253266842329,-0.0626431367187,0.0522655466258,5.10895986449e-16,-0.0715973022245,0.038857111001,,native
43,bace1,5.42937853107,5.06521289789,2.65487971011,0.0548780487805,4.51618030719,2.71136651246,vina,179.570478092,-0.068746957706,0.0971201694322,,0.73567852548,0.265437745709,-0.0641692502475,0.158420288252,5.19394623645e-16,-0.0844422142803,0.144552655765,,native
44,bace1,6.0189701897,12.1731981365,4.8774997598,0.112359550562,14.3035078104,8.16521715273,dock,5021.67403843,-0.0580305855486,-0.245164732743,,0.714468822219,0.345931653725,-0.0814987851155,-0.33628264603,-1.48582219385e-16,-0.0712518095703,-0.364607919805,,native
45,braf,12.028708134,7.86034392913,4.47190540965,0.118811881188,7.86034392913,6.44480485508,dude,1461.47389083,-0.11393921868,0.137139490906,,0.831850900221,0.362457181874,-0.112920140723,0.211723588246,-1.07177200961e-16,-0.140132909205,0.204895848226,,native
46,braf,25.8208695652,16.5184014054,5.73797101449,0.191919191919,13.4755379886,8.86777338603,vina,229.748195472,-0.111117714268,0.0351440592898,,0.867753734295,0.432018019124,-0.128355298531,0.0852438270418,1.87726470727e-16,-0.136495908109,0.0463133391108,,native
47,braf,21.8943820225,4.46824122908,1.23506770383,0.0408163265306,2.80697205416,1.5702937926,dock,4228.94340859,-0.00847012766906,-0.0117586973534,,0.531519798512,0.173303530016,-0.0123969452783,0.0188562594441,-1.40312215917e-16,-0.0103863713856,0.0100531172383,,native
48,cah2,0.0,2.8490608735,1.99560966521,0.0444444444444,4.27359131025,3.33959168463,dude,2307.39110339,-0.082200205259,-0.175137137977,,0.73471502669,0.267071932632,-0.0610922614743,-0.311572933092,-3.09584464471e-16,-0.100993085649,-0.257290568903,,native
49,cah2,3.31183908046,2.32630911188,1.63293661809,0.0242214532872,1.83098209128,1.99951422623,vina,130.656329031,-0.0145101671739,0.0401744142619,,0.550775201955,0.184171360326,0.00357120237182,0.0250075304078,-2.74439332339e-17,-0.01781904647,0.0603049386405,,native
50,cah2,0.0,2.19339164237,1.28165814878,0.0204081632653,1.64784619129,1.8303165953,dock,2576.97928295,-0.0417192094288,0.000567855949016,,0.653985211385,0.201695240414,-0.0329479131928,0.0101706574126,4.53366899117e-17,-0.0512092374094,0.00274989454144,,native
51,casp3,4.96710826862,10.0253561385,3.46510586018,0.183486238532,7.51901710387,4.92145469997,dude,1745.42692958,-0.0827806325984,-0.133075536733,,0.718662875931,0.303640464095,-0.116963766105,-0.258428673201,-2.78725236951e-16,-0.101712547797,-0.209239617429,,native
52,casp3,7.82665639445,4.22025589897,3.55897170693,0.0490196078431,2.95417912928,3.22002202055,vina,167.854075536,-0.0557691652903,-0.0880677573821,,0.684286797014,0.255721516832,-0.0700608493017,-0.136973219412,-1.63789687489e-15,-0.0684955566086,-0.125932740649,,native
53,casp3,0.0,1.69427566358,1.6095618804,0.0188679245283,1.69427566358,1.69427566358,dock,2821.2432542,-0.0148733678786,-0.297155777392,,0.549421548297,0.175299371121,-0.0462453517523,-0.421924905374,-3.32687276745e-16,-0.0182413875166,-0.409647734975,,native
54,cdk2,18.4851593191,12.4177886121,4.04962885933,0.208480565371,8.64458384676,5.82134148528,dude,1381.51892115,-0.105375541289,-0.14794062118,,0.790500568258,0.351914163858,-0.137282667323,-0.201796799192,2.12456025029e-16,-0.129448238868,-0.218815858954,,native
55,cdk2,30.0574324324,9.79399483753,3.88382553902,0.10861423221,7.26106513817,5.13340419071,vina,207.017766401,-0.0750439671341,0.000344730506932,,0.754053030109,0.326110745698,-0.0861294193174,0.000892837628579,1.09304766171e-16,-0.0921997002935,0.00343038410904,,native
56,cdk2,0.0,1.0898989899,1.49090909091,0.0138888888889,2.36144781145,1.52727272727,dock,3343.02344328,-0.02779004584,-0.104768997244,,0.58753847795,0.182028629437,-0.0365247741054,-0.132296157736,-2.24148908467e-16,-0.0341559054858,-0.156340617296,,native
57,comt,47.1463414634,21.7598499062,6.57855927396,0.230769230769,12.0888055034,8.74880563239,dude,2195.91163435,-0.112018595584,-0.340690367796,,0.886641160529,0.479107192994,-0.165992991168,-0.547056421142,-9.48787317387e-17,-0.137381097383,-0.504444087805,,native
58,comt,0.0,4.83176985616,3.16499653369,0.0512820512821,3.62382739212,4.85667588635,vina,145.289162274,-0.0618823836625,-0.0343141377636,,0.713941111154,0.262848110157,-0.0747338708645,-0.0183197291175,-1.40941910397e-16,-0.0759718647043,-0.077117467215,,native
59,comt,44.8518518519,5.38222222222,3.87608596251,0.04,2.74603174603,6.6174863388,dock,1114.31920984,-0.0482141828666,-0.480273551739,,0.697933998891,0.2761007457,-0.0630974878949,-0.181235762179,1.36833966048e-16,-0.0590378523084,-0.532025077279,,native
60,cp2c9,7.73739495798,3.34590052237,2.51964014914,0.0540540540541,3.34590052237,3.18721960329,dude,61882.7900721,-0.0317056412667,-0.0671758067835,,0.588981473644,0.219272317561,-0.000170603070459,0.220134624025,3.20456025577e-17,-0.0389592468008,-0.0930950651136,,native
61,cp2c9,0.0,0.0,1.74813333333,0.0,1.24866666667,1.16542222222,vina,213.551967649,-0.0352452602019,0.165261144204,,0.600301817689,0.185875551925,-0.0105968888383,0.25069688715,3.13457296737e-16,-0.0433261417931,0.240539060522,,native
62,,,,,,,,,,,,,,,,,,,,,native
63,cp3a4,0.0,2.33941176471,1.99849246231,0.0333333333333,2.64285011076,2.35116760272,dude,2360.46090134,-0.0457638976597,-0.0539775359826,,0.636787838169,0.216892054061,-0.0170656623675,-0.03114393702,4.69964288435e-17,-0.0562227130313,-0.075450852529,,native
64,cp3a4,19.8584229391,4.29371306791,2.57855085954,0.036036036036,2.68357066744,2.14685653395,vina,240.73377867,-0.0301579270293,0.0503898519231,,0.617218784128,0.216298342713,-0.0254461331387,0.0574666327776,-7.88134491373e-16,-0.0370124645416,0.0681987906557,,native
65,,,,,,,,,,,,,,,,,,,,,native
66,csf1r,22.7154772938,23.4080223332,5.96142318049,0.317073170732,14.7050396709,8.55072819827,dude,1246.90418275,-0.118118228976,-0.0739850484022,,0.862125730152,0.46514946998,-0.154531375835,-0.103831889639,-8.9259876854e-16,-0.145043307107,-0.120064391448,,native
67,csf1r,0.0,0.912235122189,0.917104704692,0.00884955752212,0.91628950051,0.550262822815,vina,219.361378035,-0.0223278251235,0.025256221291,,0.580790753626,0.166036886746,-0.0217815218941,0.0770605970257,-1.36732895359e-15,-0.0274172408575,0.0347940537968,,native
68,csf1r,0.0,2.16078753076,1.52116162033,0.0188679245283,1.08551411498,2.60770563485,dock,4153.12075265,-0.0217291608401,-0.216892617593,,0.582278362447,0.181841529996,-0.0377822920163,-0.309994347128,-4.16434372194e-16,-0.0266670649646,-0.319453387825,,native
69,cxcr4,21.50625,17.205,7.97913043478,0.2,11.2206521739,11.9341040462,dude,4970.1239119,-0.120905891781,-0.231065658934,,0.899162011173,0.504712224071,-0.118558708203,-0.13214063141,1.83935768332e-16,-0.148265092325,-0.339806737587,,native
70,cxcr4,0.0,0.0,0.882352941176,0.0,0.0,0.588235294118,vina,189.059239464,-0.0339231513439,-0.253345328278,,0.620902559497,0.165227333905,-0.0433531745404,-0.369042400316,6.25447605864e-16,-0.0415666121242,-0.383222554407,,native
71,cxcr4,0.0,18.1336898396,2.72005347594,0.0588235294118,9.06684491979,5.44010695187,dock,11023.1965801,-0.0334680773548,-0.309090909091,,0.70798816568,0.303754923307,-0.0398594039167,-0.32130678904,-2.92742868453e-16,-0.0410120942976,-0.409090909091,,native
72,def,48.7205387205,19.1522117729,4.94778527939,0.327586206897,14.1121560432,7.66088470916,dude,1950.82109618,-0.0772958865788,0.231763831218,,0.712567758797,0.386314103242,-0.0973241593208,0.296567709276,5.48137157714e-16,-0.0949286852126,0.375564232237,,native
73,def,36.4509803922,8.78728991597,4.40939278937,0.160714285714,5.85819327731,6.27113641155,vina,181.978830684,-0.1069499814,0.0392604378866,,0.783615363954,0.337234973881,-0.131537417882,0.122111781023,-3.24255283944e-16,-0.131592193991,0.0682058306086,,native
74,,,,,,,,,,,,,,,,,,,,,native
75,dhi1,8.83545454545,5.13513597514,2.9087916199,0.0871794871795,4.5426501519,3.27239057239,dude,18089.8939402,-0.0632186611851,0.0451516453683,,0.673915177524,0.256930303853,-0.0142079939647,0.0197111939868,-3.4052752987e-17,-0.0777240241102,0.0636144593772,,native
76,dhi1,7.58748221906,5.39644457292,3.7063651761,0.0748663101604,4.62552391964,4.24460327565,vina,217.438203521,-0.0950217943271,-0.179515476378,,0.787586484599,0.306768832132,-0.107802221396,-0.259970324891,8.25158474413e-17,-0.116719449411,-0.273628374841,,native
77,dhi1,0.0,3.31475645766,1.51611101319,0.0366492146597,1.89414654723,1.79943921987,dock,2457.46620784,-0.0464162138691,-0.0948871694213,,0.657104497184,0.214295917197,-0.0517577759955,-0.220772445126,3.00112832233e-17,-0.0569692674079,-0.139945643507,,native
78,dpp4,49.9241407089,33.5775353238,6.91645619373,0.432367149758,22.1616768645,11.652725109,dude,3510.9672819,-0.118800891073,-0.0362362039004,,0.873588301295,0.55399725078,-0.171221055685,-0.0424989112919,-6.45823988329e-16,-0.145912498649,-0.0565431442664,,native
79,dpp4,0.0,2.68416006459,1.57694403795,0.0200501253133,1.84536004441,1.54339203714,vina,196.632844476,-0.0304276383513,0.0120295780506,,0.625191616535,0.197647100557,-0.0345318773784,0.00377547152164,5.16560779551e-16,-0.0373348383537,0.0176228556226,,native
80,,,,,,,,,,,,,,,,,,,,,native
81,drd3,0.0,4.15953785644,3.66580009847,0.0589970501475,4.7905342196,4.41431876354,dude,407745.219934,-0.0628245025051,-0.0517407762309,,0.688296689847,0.269782619344,-0.00415114956187,-0.0364615785538,0.0,-0.0771718130005,-0.0752322408432,,native
82,drd3,3.64638869902,4.49834867543,3.57120542688,0.0373831775701,4.88081357841,4.1337885626,vina,204.363012771,-0.0692419072581,-0.00395472087555,,0.770211711624,0.300958978599,-0.0809157604824,-0.005410535109,-7.20499509616e-16,-0.0849745113454,-0.00598540091045,,native
83,drd3,3.92471988796,2.37579482832,1.98394998796,0.0178041543027,2.18104790207,1.98336022875,dock,2693.18819908,-0.0339557669761,-0.024920035959,,0.639413352357,0.212159676856,-0.0382914432492,-0.0405405338552,2.3127266523e-16,-0.0416641899193,-0.0339916374073,,native
84,dyr,75.6768558952,39.5781257843,6.37554585153,0.522988505747,22.8993367983,11.1725923352,dude,1884.03355083,-0.121258890413,-0.00854655187817,,0.87655322386,0.57912486209,-0.0648712213553,-0.0144631973945,-1.37259217757e-16,-0.148977301778,-0.0120083071692,,native
85,dyr,24.3073529412,15.7656124498,5.08302581166,0.114457831325,9.98731117825,6.16256549778,vina,216.108789459,-0.0824425873201,-0.0176920582324,,0.843894864607,0.38402412283,-0.0960464205963,-0.0346425928555,-8.65465301346e-16,-0.101152925374,-0.033555740506,,native
86,dyr,10.6344086022,4.27893363874,3.22446396379,0.0236686390533,2.682269232,3.00949969954,dock,3737.72849042,-0.0353391703486,0.0512759820903,,0.668749035345,0.247690542051,-0.0343491044194,0.0896725709569,4.7089030088e-17,-0.0433444490856,0.0800013921987,,native
87,egfr,56.4681584362,18.8415336463,5.18386766213,0.287323943662,13.7811184245,8.25716063325,dude,1733.13866244,-0.119183860019,-0.158457625255,,0.844500842789,0.437497129366,-0.0835469529467,-0.1778668197,-6.11636103963e-16,-0.146448168049,-0.242162539587,,native
88,egfr,25.7954545455,8.85091743119,2.7602477822,0.103975535168,5.59690366972,3.69655963303,vina,227.904306507,-0.0539065588859,-0.0548074004058,,0.677241176273,0.266538644454,-0.0654904904336,-0.0409425200527,-8.56453346371e-16,-0.0662229283813,-0.0921869348094,,native
89,,,,,,,,,,,,,,,,,,,,,native
90,esr1,44.4106043473,13.1875380556,3.66613557946,0.240384615385,9.49502740004,5.32776537447,dude,11500.7015583,-0.0686206773332,-0.156397403801,,0.681418354773,0.323064853464,-0.00988096878401,-0.177784899885,-1.37383924987e-17,-0.0844025615473,-0.231932710236,,native
91,esr1,78.3043478261,24.7898186585,5.80763831001,0.316582914573,16.5681743511,8.45465713158,vina,200.931485023,-0.11236328691,-0.140562029598,,0.854476216883,0.480970167906,-0.185983403264,-0.240120719343,9.33132206576e-17,-0.137938763207,-0.210309148754,,native
92,esr1,15.8460641399,4.07803121248,1.95841498934,0.0490196078431,2.44681872749,2.60993997599,dock,3322.04097904,-0.0249036327122,-0.172483112358,,0.580514901496,0.211704282858,-0.0448117074703,-0.24145456285,1.39391533225e-16,-0.0306577380975,-0.254319930178,,native
93,esr2,42.5792349727,15.8114354258,4.04253000657,0.282926829268,11.4496601359,6.39156771309,dude,1056.66011353,-0.0550303805928,-0.070443107108,,0.647063916037,0.331102513821,-0.064320721975,-0.0994755806629,-1.78726780091e-16,-0.0676869631282,-0.103072713308,,native
94,esr2,50.5161699429,23.272917758,5.66080308182,0.315217391304,16.050288109,9.14866422211,vina,193.478076557,-0.108638372011,-0.0791877917853,,0.833142993811,0.461653219816,-0.157402693155,-0.124899650646,-1.39133915465e-15,-0.133488495712,-0.122158600173,,native
95,esr2,8.878125,3.12295854271,1.83008107089,0.035175879397,2.4537531407,1.42763819095,dock,2820.44124373,-0.0148414490647,-0.00344952629628,,0.549851606716,0.181037889855,-0.0170013535456,-0.0116369191392,-3.9463264336e-16,-0.0182356561299,-0.00827280835448,,native
96,fa10,44.2913021101,28.5308518384,6.58490269115,0.533101045296,19.3935202039,10.9275027303,dude,1867.39707464,-0.14028143155,-0.0648908919851,,0.867566640598,0.533283758461,-0.220190256917,-0.0713307582634,9.85391633616e-16,-0.172409348626,-0.0898592228522,,native
97,fa10,46.0268292683,18.264614789,5.41205301778,0.396825396825,13.1505226481,8.43500155023,vina,222.447906194,-0.142377513548,-0.128895320199,,0.846420601902,0.440920501407,-0.215249923586,-0.207832743815,7.33446096753e-17,-0.175127005705,-0.190281927693,,native
98,fa10,3.63243243243,3.63243243243,2.66378378378,1.0,3.63243243243,3.3653418124,dock,7863.04756153,-0.0507014854628,0.00844393602244,,0.544439203063,0.305160397298,-0.0673716577238,-0.0147980597952,-1.56847194414e-16,-0.0629918269173,0.0145030210009,,native
99,fa7,55.5087719298,46.8355263158,8.06762562013,0.84375,30.5953861031,14.8840555648,dude,1599.58635923,-0.141215426558,-0.0877293587167,,0.876556332899,0.696774746057,-0.241674843162,-0.119143925956,,-0.17350615373,-0.119000167808,,native
100,fa7,0.0,8.67251461988,6.7452891488,0.166666666667,7.8708536046,8.40971114655,vina,190.475917565,-0.153550991518,-0.105321204883,,0.896788852503,0.424965669798,-0.188014000691,-0.188943801179,-1.78584209069e-16,-0.188747182414,-0.154183311232,,native
101,fa7,0.0,3.4783010157,4.03187677416,0.0526315789474,2.60872576177,2.79736377982,dock,5933.07470325,-0.107110622909,0.0282753250932,,0.811438974795,0.311032904437,-0.104417925385,0.123940167272,1.03852344165e-16,-0.131614262197,0.0688146260375,,native
102,fabp4,58.1063829787,35.2788753799,6.99821400839,0.607142857143,21.1295938104,11.0274887405,dude,31112.1955638,-0.148688465876,-0.480879972488,,0.903767796556,0.557073345916,-0.0369139134648,-0.329394236181,-6.11949656853e-17,-0.182167912144,-0.703077106402,,native
103,fabp4,17.4326241135,29.2868085106,4.67704549386,0.56,15.6893617021,6.37778930981,vina,191.200048893,-0.113096658696,-0.327745379307,,0.791725866375,0.455145702739,-0.131329815857,-0.530274572352,5.8655320225e-16,-0.13895973684,-0.501693502486,,native
104,fabp4,0.0,0.0,0.0,0.0,0.0,0.0,dock,1123.72147514,0.0381634133964,-0.112774181128,,0.389252427184,0.0808652240527,0.0415124918321,0.0602804588422,-7.5954445899e-17,0.0470607636941,-0.106939972719,,native
105,fak1,18.2356902357,16.9094582185,4.23929330202,0.309090909091,12.5474932814,7.26735994633,dude,1944.88566219,-0.0904935652732,-0.226799045761,,0.73879475591,0.377867003907,-0.0539715569273,-0.483890693968,7.62893843929e-17,-0.111059550834,-0.327975831592,,native
106,fak1,8.50833333333,8.83557692308,2.89716242661,0.173076923077,5.94757281553,3.190625,vina,204.78912085,-0.0855417613725,-0.26376243047,,0.717984015984,0.277568707684,-0.132811497165,-0.504586416772,-5.05981641609e-16,-0.105035652259,-0.377531519894,,native
107,fak1,0.0,0.0,1.57185319476,0.0,1.11855507718,1.56890964946,dock,3718.83574893,-0.0132156101987,-0.199488858296,,0.535764321713,0.160242430098,-0.0354567924185,-0.271537836248,-4.12624437353e-16,-0.0162458094353,-0.28030803454,,native
108,fgfr1,29.3333333333,10.2666666667,3.55555555556,0.175,8.48637316562,5.03703703704,dude,45490.3479376,-0.0862984435056,-0.0551085802567,,0.736437117914,0.323650987337,-0.0103671508872,-0.00774969858648,-1.74071832728e-17,-0.106119694574,-0.078143904958,,native
